Subject,Intervention,Day,Trial,Timer,startTime,finishTime,fixID,Position,Distance,shotFired
4,2,3,6,34.56,34.676,35.186,B,2,5,0
4,2,3,6,34.56,35.22,35.747,A,1,9,0
4,2,3,6,34.56,35.815,36.189,D,3,5,0
4,2,3,6,34.56,36.308,37.141,C,4,7,0
4,2,3,7,15.7,16.53,16.717,A,3,9,0
4,2,3,7,15.7,16.836,17.125,D,2,7,0
4,2,3,7,15.7,17.193,17.499,B,1,5,0
4,2,3,7,15.7,17.584,17.89,A,3,9,0
4,2,3,7,15.7,18.026,18.808,C,4,9,0
4,2,3,8,21.6,22.176,22.771,B,2,7,0
4,2,3,8,21.6,22.839,23.434,C,1,5,0
4,2,3,8,21.6,23.57,23.893,D,3,9,0
4,2,3,8,21.6,23.944,24.828,A,4,5,1
4,2,3,9,11.58,12.751,14.145,C,2,7,1
4,2,3,9,11.58,14.332,15.08,A,1,5,0
4,2,3,9,11.58,15.216,15.471,D,3,5,0
4,2,3,9,11.58,15.539,16.576,B,4,9,1
4,2,3,10,20.99,21.946,23.221,C,2,7,1
4,2,3,10,20.99,23.374,23.765,A,1,9,0
4,2,3,10,20.99,23.833,24.156,D,3,5,0
4,2,3,10,20.99,24.224,24.87,B,4,9,0
5,0,1,1,35.69,36.337,36.626,B,2,5,0
5,0,1,1,35.69,36.728,36.949,A,1,5,0
5,0,1,1,35.69,37,37.527,C,3,7,0
5,0,1,1,35.69,37.629,37.935,D,4,9,0
5,0,1,1,35.69,38.394,39.261,B,2,5,1
5,0,1,2,16.69,17.525,17.967,B,1,7,0
5,0,1,2,16.69,18.035,18.477,A,3,9,0
5,0,1,2,16.69,18.613,21.299,D,4,9,0
5,0,1,3,10.14,10.988,11.345,A,4,7,0
5,0,1,3,10.14,11.532,11.957,D,2,9,0
5,0,1,3,10.14,12.008,12.348,B,1,9,0
5,0,1,3,10.14,12.807,14.575,A,4,7,0
5,0,1,3,10.14,14.626,14.915,A,4,7,0
5,0,1,3,10.14,14.966,15.51,A,4,7,0
5,0,1,3,10.14,15.595,16.377,A,4,7,1
5,0,1,4,9.17,9.862,10.746,B,4,5,0
5,0,1,4,9.17,11.256,11.494,D,2,9,0
5,0,1,4,9.17,11.885,13.364,B,4,5,1
5,0,1,4,9.17,13.585,14.316,B,4,5,0
5,0,1,4,9.17,14.639,14.894,A,3,7,0
5,0,1,4,9.17,14.945,15.591,D,2,9,0
5,0,1,4,9.17,15.863,16.322,C,1,7,0
5,0,1,4,9.17,16.373,17.24,D,2,9,0
5,0,1,4,9.17,17.257,17.58,D,2,9,0
5,0,1,4,9.17,17.631,18.838,D,2,9,1
5,0,1,5,30.37,31.173,32.363,A,2,5,0
5,0,1,5,30.37,32.414,33.332,D,1,9,0
5,0,1,5,30.37,38.704,38.925,D,1,9,0
5,0,1,5,30.37,39.078,39.35,C,3,7,0
5,0,1,5,30.37,39.86,40.132,D,1,9,0
5,0,1,5,30.37,40.319,41.135,D,1,9,1
5,0,1,6,31.94,32.422,32.83,D,3,7,0
5,0,1,6,31.94,33.935,34.972,C,2,9,0
5,0,1,6,31.94,34.989,36.06,D,3,9,0
5,0,1,7,16.43,16.993,17.248,D,2,5,0
5,0,1,7,16.43,17.299,17.622,A,3,9,0
5,0,1,7,16.43,17.826,18.03,B,4,7,0
5,0,1,7,16.43,18.268,19.339,C,1,9,0
5,0,1,7,16.43,19.577,20.053,A,3,9,0
5,0,1,7,16.43,20.104,20.716,B,4,7,0
5,0,1,8,21.97,22.902,23.344,C,1,5,0
5,0,1,8,21.97,23.65,23.905,D,3,7,0
5,0,1,8,21.97,24.075,24.466,A,4,9,0
5,0,1,8,21.97,24.517,24.789,D,3,9,0
5,0,1,8,21.97,24.908,26.88,D,3,9,1
5,0,1,9,27.86,29.444,30.94,D,2,5,1
5,0,1,9,27.86,31.586,31.841,B,4,5,0
5,0,1,9,27.86,32.011,32.215,C,3,9,0
5,0,1,9,27.86,32.419,36.414,A,1,7,1
5,0,1,10,31.28,32.062,32.555,D,4,7,0
5,0,1,10,31.28,33.116,33.473,B,2,9,0
5,0,1,10,31.28,33.677,36.278,C,3,7,0
5,0,1,10,31.28,36.346,38.046,C,3,7,1
5,1,2,1,60.33,61.244,61.533,B,2,5,0
5,1,2,1,60.33,61.584,61.924,D,1,9,0
5,1,2,1,60.33,62.06,62.298,A,3,7,0
5,1,2,1,60.33,62.57,64.355,C,4,7,1
5,1,2,2,12.96,13.295,13.55,C,2,5,0
5,1,2,2,12.96,13.584,13.941,B,1,7,0
5,1,2,2,12.96,14.026,14.315,D,3,7,0
5,1,2,2,12.96,14.383,15.131,B,4,9,0
5,1,2,3,21.23,21.657,21.861,D,3,5,0
5,1,2,3,21.23,21.912,22.218,A,2,9,0
5,1,2,3,21.23,22.252,22.439,C,1,7,0
5,1,2,3,21.23,22.439,22.779,A,2,9,0
5,1,2,3,21.23,22.83,23.187,C,1,7,0
5,1,2,3,21.23,23.408,23.646,B,4,9,0
5,1,2,3,21.23,23.748,24.802,A,2,9,1
5,1,2,4,9.69,7.303,7.745,D,1,5,0
5,1,2,4,9.69,7.796,8.238,A,2,5,0
5,1,2,4,9.69,8.323,9.683,D,1,5,1
5,1,2,4,9.69,9.887,11.043,A,2,5,1
5,1,2,4,9.69,11.4,11.927,C,3,7,0
5,1,2,4,9.69,11.944,13.134,B,4,9,0
5,1,2,5,7.13,7.574,7.778,A,3,7,0
5,1,2,5,7.13,7.812,8.152,D,2,9,0
5,1,2,5,7.13,8.237,8.475,C,1,5,0
5,1,2,5,7.13,8.747,9.002,B,4,7,0
5,1,2,5,7.13,9.053,10.294,A,3,7,1
5,1,2,5,7.13,10.651,12.504,B,4,7,1
5,1,2,6,30.43,30.684,31.007,A,2,5,0
5,1,2,6,30.43,31.075,31.33,B,1,7,0
5,1,2,6,30.43,31.381,31.67,D,3,9,0
5,1,2,6,30.43,31.721,32.554,C,4,9,0
5,1,2,7,14.07,14.593,14.899,A,3,5,0
5,1,2,7,14.07,14.916,15.273,C,4,7,0
5,1,2,7,14.07,15.443,16.021,B,1,9,0
5,1,2,8,26.71,27.071,27.258,C,2,7,0
5,1,2,8,26.71,27.309,27.632,A,1,5,0
5,1,2,8,26.71,27.717,28.04,D,3,9,0
5,1,2,8,26.71,28.091,30.131,B,4,9,1
5,1,2,9,33.69,34.068,34.34,B,2,7,0
5,1,2,9,33.69,34.425,34.595,A,1,5,0
5,1,2,9,33.69,34.663,35.02,D,3,9,0
5,1,2,9,33.69,35.088,35.275,C,4,7,0
5,1,2,9,33.69,35.343,36.482,B,2,7,1
5,1,2,9,33.69,37.06,38.199,C,4,7,1
5,1,2,10,6.11,6.414,6.618,A,3,5,0
5,1,2,10,6.11,6.669,6.89,D,4,7,0
5,1,2,10,6.11,6.975,7.332,C,2,9,0
5,1,2,10,6.11,7.349,7.57,B,1,7,0
5,1,2,10,6.11,7.672,9.474,D,4,7,1
5,2,3,1,19.23,19.959,20.282,C,2,7,0
5,2,3,1,19.23,20.333,20.707,D,1,5,0
5,2,3,1,19.23,21.37,21.591,A,4,9,0
5,2,3,1,19.23,21.693,22.883,B,3,7,1
5,2,3,2,7.76,8.39,8.611,C,1,7,0
5,2,3,2,7.76,9.121,9.444,D,3,9,0
5,2,3,2,7.76,9.818,10.039,A,4,5,0
5,2,3,3,16.96,17.587,17.808,B,1,5,0
5,2,3,3,16.96,17.893,18.471,C,3,9,0
5,2,3,3,16.96,18.522,18.845,A,4,9,0
5,2,3,3,16.96,18.896,20.511,C,3,9,1
5,2,3,4,7.27,7.92,8.43,D,2,5,0
5,2,3,4,7.27,8.889,9.671,D,2,5,1
5,2,3,4,7.27,9.96,10.64,B,3,7,0
5,2,3,4,7.27,10.691,12.17,A,4,7,1
5,2,3,5,20.87,21.278,23.352,C,2,5,1
5,2,3,5,20.87,23.828,24.015,D,1,7,0
5,2,3,5,20.87,24.117,24.457,A,3,7,0
5,2,3,5,20.87,24.491,25.868,B,4,9,1
5,2,3,6,10.88,11.032,11.304,D,3,5,0
5,2,3,6,10.88,11.355,11.61,B,2,5,0
5,2,3,6,10.88,11.678,11.933,A,1,9,0
5,2,3,6,10.88,12.018,12.698,C,4,7,0
5,2,3,7,16.62,17.047,17.285,D,2,7,0
5,2,3,7,16.62,17.37,17.557,B,1,5,0
5,2,3,7,16.62,17.642,17.948,A,3,9,0
5,2,3,7,16.62,17.982,18.781,C,4,9,0
5,2,3,8,24.8,25.139,25.394,B,2,7,0
5,2,3,8,24.8,25.445,25.666,C,1,5,0
5,2,3,8,24.8,25.734,26.04,D,3,9,0
5,2,3,8,24.8,26.091,27.519,A,4,5,1
5,2,3,9,30.94,31.361,31.582,B,4,9,0
5,2,3,9,30.94,31.684,31.973,C,2,7,0
5,2,3,9,30.94,32.228,32.551,C,2,7,0
5,2,3,9,30.94,32.585,32.789,A,1,5,0
5,2,3,9,30.94,32.908,33.758,C,2,7,1
5,2,3,9,30.94,34.761,36.835,B,4,9,1
5,2,3,10,7.41,7.868,8.174,C,2,7,0
5,2,3,10,7.41,8.242,8.463,D,3,5,0
5,2,3,10,7.41,8.939,9.925,C,2,7,1
6,0,1,1,49.93,41.034,41.867,B,2,5,0
6,0,1,1,49.93,42.343,42.768,B,2,5,1
6,0,1,1,49.93,44.88,45.407,D,4,9,0
6,0,1,2,18.9,19.29,20.089,C,2,5,0
6,0,1,2,18.9,20.14,20.701,A,3,9,0
6,0,1,2,18.9,20.769,21.653,C,2,5,1
6,0,1,3,29.51,29.919,30.276,C,3,5,0
6,0,1,3,29.51,30.327,31.092,A,4,7,0
6,0,1,3,29.51,31.364,31.925,C,3,5,1
6,0,1,3,29.51,32.771,33.434,A,4,7,1
6,0,1,4,37.05,38.1,39.205,B,4,5,0
6,0,1,4,37.05,39.596,39.97,B,4,5,1
6,0,1,4,37.05,40.65,40.973,A,3,7,0
6,0,1,4,37.05,41.109,42.231,D,2,9,1
6,0,1,4,37.05,43.455,43.914,C,1,7,0
6,0,1,4,37.05,43.931,45.988,C,1,7,0
6,0,1,4,37.05,46.158,46.838,D,2,9,0
6,0,1,4,37.05,46.957,49.32,D,2,9,0
6,0,1,4,37.05,49.779,51.462,C,1,7,1
6,0,1,5,47.62,48.608,48.897,A,2,5,0
6,0,1,5,47.62,48.948,51.073,D,1,7,1
6,0,1,5,47.62,51.685,53.453,C,3,9,1
6,0,1,6,16.39,18.772,19.588,C,2,9,0
6,0,1,6,16.39,19.826,20.778,D,3,7,1
6,0,1,7,10.26,11.634,11.872,D,2,5,0
6,0,1,7,10.26,11.957,12.637,C,1,9,0
6,0,1,7,10.26,12.722,13.725,C,1,9,1
6,0,1,8,8.39,9.736,10.892,C,1,5,1
6,0,1,8,8.39,11.487,12.082,D,3,7,0
6,0,1,8,8.39,12.592,13.289,D,3,7,1
6,0,1,9,11.16,13.133,15.513,D,2,5,1
6,0,1,9,11.16,16.482,16.788,A,1,7,0
6,0,1,9,11.16,17.587,18.777,A,1,7,1
6,0,1,9,11.16,20.137,22.976,C,3,9,1
6,0,1,10,31.62,32.244,33.179,C,3,5,0
6,0,1,10,31.62,33.298,33.604,D,4,9,0
6,0,1,10,31.62,34.063,35.185,C,3,5,1
6,1,2,1,32.42,32.505,32.828,B,2,5,0
6,1,2,1,32.42,32.862,33.219,D,1,9,0
6,1,2,1,32.42,33.338,33.678,A,3,7,0
6,1,2,1,32.42,33.797,34.902,C,4,5,0
6,1,2,1,32.42,35.446,35.973,C,4,5,1
6,1,2,2,7.04,7.62,7.841,D,3,7,0
6,1,2,2,7.04,7.892,8.13,B,4,9,0
6,1,2,2,7.04,8.198,8.657,C,2,5,0
6,1,2,2,7.04,8.742,9.269,A,1,7,0
6,1,2,2,7.04,9.494,10.735,C,2,5,0
6,1,2,3,24.22,24.95,25.12,D,3,5,0
6,1,2,3,24.22,25.154,25.409,B,4,9,0
6,1,2,3,24.22,25.511,26.021,A,2,9,0
6,1,2,3,24.22,26.106,26.684,C,1,7,0
6,1,2,3,24.22,26.718,28.571,A,2,9,1
6,1,2,4,22.65,22.941,23.315,B,2,5,0
6,1,2,4,22.65,23.417,23.859,D,1,5,0
6,1,2,4,22.65,24.097,25.542,B,2,5,1
6,1,2,4,22.65,26.086,27.293,D,1,5,1
6,1,2,4,22.65,28.347,28.789,C,3,7,0
6,1,2,4,22.65,28.84,29.248,B,4,9,0
6,1,2,5,6.87,7.171,7.494,B,4,7,0
6,1,2,5,6.87,7.528,9.772,A,3,7,1
6,1,2,5,6.87,10.35,11.999,B,4,7,1
6,1,2,6,35.04,35.644,35.831,A,2,5,0
6,1,2,6,35.04,35.873,36.06,B,1,7,0
6,1,2,6,35.04,36.179,36.553,D,3,9,0
6,1,2,6,35.04,36.604,37.454,C,4,9,0
6,1,2,7,13.86,14.815,15.053,C,4,7,0
6,1,2,7,13.86,15.155,15.461,D,2,5,0
6,1,2,7,13.86,15.512,15.92,B,1,9,0
6,1,2,7,13.86,16.209,16.498,A,3,5,0
6,1,2,8,32.52,33.066,33.321,D,3,9,0
6,1,2,8,32.52,33.372,33.661,C,2,7,0
6,1,2,8,32.52,33.848,36.194,B,4,9,0
6,1,2,9,27.01,27.726,28.185,B,2,7,0
6,1,2,9,27.01,28.27,28.525,A,1,5,0
6,1,2,9,27.01,29.222,29.443,D,3,9,0
6,1,2,9,27.01,29.477,30.293,B,2,7,1
6,1,2,9,27.01,30.82,32.401,C,4,5,1
6,1,2,10,20.64,21.098,21.285,A,3,5,0
6,1,2,10,20.64,21.353,21.71,D,4,7,0
6,1,2,10,20.64,21.778,22.356,C,2,9,0
6,1,2,10,20.64,22.679,23.852,D,4,7,1
6,2,3,1,49.95,52.393,53.107,B,3,7,1
6,2,3,2,8.5,8.871,9.109,D,3,9,0
6,2,3,2,8.5,9.16,9.432,B,2,9,0
6,2,3,2,8.5,9.466,10.35,C,1,7,0
6,2,3,3,22,22.577,22.951,C,3,9,0
6,2,3,3,22,23.07,23.291,A,4,9,0
6,2,3,3,22,23.359,24.889,C,3,9,1
6,2,3,4,21.56,22.082,22.643,D,2,5,0
6,2,3,4,21.56,22.864,23.136,C,1,9,0
6,2,3,4,21.56,23.17,24.411,D,2,5,1
6,2,3,4,21.56,24.938,25.21,B,3,7,0
6,2,3,4,21.56,25.295,27.386,A,4,7,1
6,2,3,5,28.66,28.915,29.544,C,2,5,0
6,2,3,5,28.66,29.578,29.969,D,1,7,0
6,2,3,5,28.66,30.003,30.836,C,2,5,1
6,2,3,5,28.66,31.295,31.635,A,3,7,0
6,2,3,5,28.66,32.454,33.253,B,4,9,1
6,2,3,6,36.82,37.176,37.482,D,3,5,0
6,2,3,6,36.82,37.55,37.839,B,2,5,0
6,2,3,6,36.82,37.941,38.451,C,4,7,0
6,2,3,6,36.82,38.536,38.995,A,1,9,0
6,2,3,7,16.72,17.386,17.641,B,1,5,0
6,2,3,7,16.72,17.743,18.134,A,3,9,0
6,2,3,7,16.72,18.185,18.763,C,4,9,0
6,2,3,8,24.12,24.36,24.717,C,1,5,0
6,2,3,8,24.12,25.04,25.329,D,3,9,0
6,2,3,8,24.12,25.38,25.635,B,2,7,0
6,2,3,8,24.12,25.737,26.893,A,4,5,1
6,2,3,9,27.05,27.343,27.632,D,3,5,0
6,2,3,9,27.05,27.683,28.091,B,4,9,0
6,2,3,9,27.05,28.193,28.397,C,2,7,0
6,2,3,9,27.05,28.482,28.822,A,1,5,0
6,2,3,9,27.05,28.89,30.216,C,2,7,1
6,2,3,9,27.05,31.049,32.511,B,4,9,1
6,2,3,10,22.66,23.038,23.361,D,3,5,0
6,2,3,10,22.66,23.446,23.667,B,4,9,0
6,2,3,10,22.66,23.752,24.177,C,2,7,0
6,2,3,10,22.66,24.228,24.653,A,1,9,0
6,2,3,10,22.66,24.687,25.197,C,2,7,1
7,0,1,1,20.14,22.125,22.533,B,2,5,0
7,0,1,1,20.14,22.822,23.434,B,2,5,1
7,0,1,2,9.1,11.323,11.629,C,2,5,0
7,0,1,2,9.1,11.714,11.986,B,1,7,0
7,0,1,2,9.1,12.071,12.479,A,3,9,0
7,0,1,2,9.1,12.666,13.04,D,4,7,0
7,0,1,3,24,25.534,25.84,B,1,9,0
7,0,1,3,24,25.959,26.214,D,2,9,0
7,0,1,3,24,26.248,26.52,C,3,5,0
7,0,1,3,24,26.622,31.093,A,4,7,0
7,0,1,4,25.86,28.698,29.225,D,2,9,0
7,0,1,4,25.86,30.041,31.826,D,2,9,1
7,0,1,4,25.86,32.455,33.9,B,4,5,1
7,0,1,5,32.62,34.145,34.383,A,2,5,0
7,0,1,5,32.62,34.519,35.539,D,1,9,1
7,0,1,6,36.37,38.329,38.55,A,1,5,0
7,0,1,6,36.37,38.635,39.009,C,2,9,0
7,0,1,6,36.37,39.06,39.281,D,3,7,0
7,0,1,6,36.37,39.434,39.74,B,4,5,0
7,0,1,6,36.37,40.097,40.862,C,2,9,0
7,0,1,7,19.04,21.179,21.536,C,1,9,0
7,0,1,7,19.04,21.587,21.893,A,3,9,0
7,0,1,7,19.04,21.944,22.267,B,4,7,0
7,0,1,7,19.04,22.284,23.44,A,3,9,0
7,0,1,8,25.05,27.056,27.447,C,1,7,0
7,0,1,8,25.05,27.719,28.416,D,3,7,1
7,0,1,9,28.34,31.302,31.863,D,2,5,1
7,0,1,9,28.34,32.101,32.628,A,1,7,0
7,0,1,9,28.34,32.951,33.648,A,1,7,1
7,0,1,10,35.02,38.248,38.537,A,1,7,0
7,0,1,10,35.02,38.758,38.962,B,2,9,0
7,0,1,10,35.02,39.149,39.999,C,3,5,1
7,1,2,1,9.97,10.532,10.974,B,2,5,0
7,1,2,1,9.97,11.008,12.368,C,1,5,1
7,1,2,2,10.14,11.531,12.024,C,3,5,0
7,1,2,2,10.14,12.16,12.364,D,2,9,0
7,1,2,2,10.14,12.483,12.738,A,1,7,0
7,1,2,2,10.14,12.908,13.418,B,4,9,0
7,1,2,3,94.19,95.596,96.038,D,2,5,0
7,1,2,3,94.19,96.106,97.5,A,1,9,1
7,1,2,4,29.18,30.696,31.767,A,2,5,1
7,1,2,4,29.18,31.926,32.997,D,1,7,1
7,1,2,5,32.59,33.913,34.253,D,2,9,0
7,1,2,5,32.59,34.338,34.899,C,1,5,0
7,1,2,5,32.59,35.018,35.919,A,3,9,1
7,1,2,5,32.59,36.361,36.803,B,4,9,0
7,1,2,5,32.59,36.888,37.262,B,4,9,1
7,1,2,6,32.5,33.941,34.128,A,2,5,0
7,1,2,6,32.5,34.264,34.502,B,1,7,0
7,1,2,6,32.5,34.689,34.961,D,3,9,0
7,1,2,6,32.5,35.454,36.219,C,4,9,0
7,1,2,7,12.32,13.78,14.086,D,2,7,0
7,1,2,7,12.32,14.171,14.562,B,1,9,0
7,1,2,7,12.32,15.157,16.16,C,4,7,0
7,1,2,8,25.99,27.209,27.498,C,2,7,0
7,1,2,8,25.99,27.651,28.008,A,1,5,0
7,1,2,8,25.99,28.586,29.742,B,4,9,1
7,1,2,9,40.03,40.52,40.962,B,2,7,0
7,1,2,9,40.03,41.031,41.575,A,1,5,0
7,1,2,9,40.03,41.949,42.425,B,2,7,0
7,1,2,9,40.03,42.017,42.425,B,2,7,1
7,1,2,9,40.03,42.595,42.935,D,3,9,0
7,1,2,9,40.03,43.003,44.108,C,4,5,1
7,1,2,10,39.08,40.046,40.522,B,1,7,0
7,1,2,10,39.08,40.59,41.117,C,2,9,0
7,1,2,10,39.08,41.151,41.474,A,3,5,0
7,1,2,10,39.08,41.525,42.494,D,4,7,1
7,2,3,1,42.82,43.821,44.008,D,1,5,0
7,2,3,1,42.82,44.093,44.518,C,2,7,0
7,2,3,1,42.82,44.552,45.334,B,3,7,1
7,2,3,2,7.84,8.232,8.708,C,1,7,0
7,2,3,2,7.84,8.742,9.048,B,2,9,0
7,2,3,2,7.84,9.507,9.728,A,4,5,0
7,2,3,3,28.37,29.817,30.055,B,1,5,0
7,2,3,3,28.37,30.106,30.378,D,2,7,0
7,2,3,3,28.37,30.497,30.82,C,3,9,0
7,2,3,3,28.37,30.888,31.143,A,4,9,0
7,2,3,3,28.37,31.33,32.35,C,3,9,1
7,2,3,4,31.57,32.557,32.778,C,1,9,0
7,2,3,4,31.57,32.863,33.067,D,2,5,0
7,2,3,4,31.57,33.118,33.543,C,1,9,0
7,2,3,4,31.57,33.577,33.815,D,2,5,1
7,2,3,4,31.57,34.189,34.461,B,3,7,0
7,2,3,4,31.57,34.546,35.277,A,4,7,1
7,2,3,5,44.62,45.574,45.812,C,2,5,0
7,2,3,5,44.62,45.88,46.101,D,1,7,0
7,2,3,5,44.62,46.186,46.747,C,2,5,1
7,2,3,5,44.62,46.951,47.291,A,3,7,0
7,2,3,5,44.62,47.342,48.464,B,4,9,1
7,2,3,6,21.61,21.934,22.393,A,1,9,0
7,2,3,6,21.61,22.444,22.665,B,2,7,0
7,2,3,6,21.61,22.682,23.141,A,1,9,0
7,2,3,6,21.61,23.226,23.498,D,3,5,0
7,2,3,6,21.61,23.617,24.773,C,4,7,0
7,2,3,7,7.57,8.027,8.316,D,2,7,0
7,2,3,7,7.57,8.367,8.656,A,3,9,0
7,2,3,7,7.57,8.741,9.948,C,4,9,0
7,2,3,8,24.48,24.647,25.123,C,1,5,0
7,2,3,8,24.48,25.174,25.412,B,2,7,0
7,2,3,8,24.48,25.463,25.752,D,3,9,0
7,2,3,8,24.48,25.82,26.84,A,4,5,1
7,2,3,9,27.42,27.677,27.983,A,1,5,0
7,2,3,9,27.42,28.051,29.207,C,2,7,1
7,2,3,9,27.42,29.7,30.193,D,3,5,0
7,2,3,9,27.42,30.38,30.924,B,4,9,1
7,2,3,10,33.78,34.257,34.495,A,1,9,0
7,2,3,10,33.78,34.529,34.954,C,2,7,0
7,2,3,10,33.78,35.056,35.43,A,1,9,0
7,2,3,10,33.78,35.498,35.974,C,2,7,1
